ཨང།,ཆོས་མཚན།,ཆོས་མཚན,Is Derge,,སྡེ་ཚན། སྤྱིའི་དེབ་གྲངས།,མཛད་པ་པོ།,མཚན་གཅིག་གྱུར།,དཔེ་བསྡུར་གྱི་ཤོག་གྲངས།,པེ་ཅིང་ཤོག་གྲངས།,སྡེ་དགེའི་ཤོག་གྲངས།,ཆོས་ཚན་ཨང།
68,རྡོ་རྗེ་བྱབ་པའི་ལས་ཚོགས།,རྡོ་རྗེ་བྱབ་པའི་ལས་ཚོགས,,1-66,རྒྱུད། ནུ། 37,རྗེ་བཙུན་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,778-779,ཉུ246བ-247ན,ནུ208ན-208བ,
69,ཡན་ལག་བདུན་པའི་སྒྲུབ་ཐབས།,ཡན་ལག་བདུན་པའི་སྒྲུབ་ཐབས,,1-67,རྒྱུད། ནུ། 37,འཕགས་པ་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,780-782,ཉུ247ན-247བ,ནུ208ན-208བ,
70,ཕྱག་ན་རྡོ་རྗེའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག,ཕྱག་ན་རྡོ་རྗེའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག,x,,རྒྱུད། ནུ། 37,འཕགས་པ་ཀླུ་སྒྲུབ་དང།,༠༡-ཀླུ་སྒྲུབ།,887-899,ཉུ283ན-288བ,,
71,རྟ་མགྲིན་གྱི་སྒྲུབ་ཐབས།,རྟ་མགྲིན་གྱི་སྒྲུབ་ཐབས,,1-68,རྒྱུད། པུ 38,སློབ་དཔོན་ནཱ་གཱརྫུ་ན།,༠༡-ཀླུ་སྒྲུབ།,302-307,ཏུ121ན-123ན,པུ105བ-107བ,
72,དགེ་བའི་འདོད་འཇོ།,དགེ་བའི་འདོད་འཇོ,,1-156,རྒྱུད། པུ། 38,སློབ་དཔོན་ཆེན་པོ་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,393-414,ཏུ151བ-162ན,པུ131བ-140ན,
73,འཕགས་མ་རིག་མ་ཆེན་མོ་སོ་སོར་འབྲང་མའི་འཁོར་ལོ།,འཕགས་མ་རིག་མ་ཆེན་མོ་སོ་སོར་འབྲང་མའི་འཁོར་ལོ,,1-69,རྒྱུད། པུ། 38,འཕགས་པ་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,682-687,ཏུ243བ-245བ,པུ216ན-217བ,
74,རྟོག་པ་ལས་གསུངས་པའུ་ལྷ་མོ་རིགས་བྱེད་མའི་སྒྲུབ་པའི་ཐབས།,རྟོག་པ་ལས་གསུངས་པའུ་ལྷ་མོ་རིགས་བྱེད་མའི་སྒྲུབ་པའི་ཐབས,,1-70,རྒྱུད། མུ། 40,འཕགས་པ་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,210-214,དུ54ན5-56ན3,མུ42བ༣-44ན༢,
75,རྡོ་རྗེ་སྒྲོལ་མའི་སྒྲུབ་ཐབས།,རྡོ་རྗེ་སྒྲོལ་མའི་སྒྲུབ་ཐབས,,1-71,རྒྱུད། མུ 40,འཕགས་པ་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,649-652,དུ175བ-176བ,མུ136བ-137ན,
76,རལ་པ་གཅིག་མའི་སྒྲུབ་ཐབས།,རལ་པ་གཅིག་མའི་སྒྲུབ་ཐབས,,1-72,རྒྱུད། མུ། 40,འཕགས་པ་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,770-772,དུ212ན7-213ན3,མུ164བ༢-165ན1,
77,སྒྲོལ་མའི་རྟོག་པ་ལས་བྱུང་བའི་ཚིག་ལྷུག་པའི་རིགས་བྱེད་མའི་སྒྲུབ་ཐབས།,སྒྲོལ་མའི་རྟོག་པ་ལས་བྱུང་བའི་ཚིག་ལྷུག་པའི་རིགས་བྱེད་མའི་སྒྲུབ་ཐབས,,1-73,རྒྱུད། མུ 40,འཕགས་པ་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,918-922,དུ251བ-253བ,མུ194ན-194བ,
78,ཀླུའི་དབང་ཕྱུག་རྒྱལ་པོའི་སྒྲུབ་ཐབས།,ཀླུའི་དབང་ཕྱུག་རྒྱལ་པོའི་སྒྲུབ་ཐབས,,1-142,རྒྱུད། མུ། 40,བདག་ཉིད་ཆེན་པོ་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,1220-1225,དུ335ན-337བ,མུ257བ-259ན,
79,སེང་ལྡེང་ནགས་ཀྱི་སྒྲོལ་མའི་སྒྲུབ་ཐབས།,སེང་ལྡེང་ནགས་ཀྱི་སྒྲོལ་མའི་སྒྲུབ་ཐབས,,1-143,རྒྱུད། མུ། 40,འཕགས་པ་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,1277-1280,དུ349བ-351ན,མུ267བ-268བ,
80,ཞེན་ལོག་སྒྲོན་མ།,ཞེན་ལོག་སྒྲོན་མ,,1-74,རྒྱུད། ཚུ། 41,མཁས་པ་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,734-748,ནུ270བ-276བ,ཚུ58བ-63བ,
81,རྒྱུད་སྣ་ཚོགས་ལས་བཏུས་པའི་གཏོར་མའི་ཆོ་ག,རྒྱུད་སྣ་ཚོགས་ལས་བཏུས་པའི་གཏོར་མའི་ཆོ་ག,,1-145,རྒྱུད། ཚུ 41,སློབ་དཔོན་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,1007-1086,ནུ349ན-385ན,ཚུ130བ-160བ,
82,རྒྱུན་ཆགས་ཀྱི་ཚིགས་སུ་བཅད་པས་བསྟོད་པ།,རྒྱུན་ཆགས་ཀྱི་ཚིགས་སུ་བཅད་པས་བསྟོད་པ,x,,རྒྱུད། ཝུ། 42,འཕགས་པ་ཀླུ་སྒྲུབ་ཀྱིས་མཛད་བཞེད།,༠༡-ཀླུ་སྒྲུབ།,521-526,,,
83,འཇིག་རྟེན་གསུམ་ལས་རྣམ་པར་རྒྱལ་བ་འཕགས་མ་སྒྲོལ་མ་སྒྲུབ་པའི་ཐབས་ཞེས་བྱ་བ།,འཇིག་རྟེན་གསུམ་ལས་རྣམ་པར་རྒྱལ་བ་འཕགས་མ་སྒྲོལ་མ་སྒྲུབ་པའི་ཐབས,x,1-75,རྒྱུད། ཞུ 42,དགེ་སློང་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,1616-1623,ཕུ214ན-217བ,,
84,གཡུའི་ཐང་མ་ཀྲས་དགུ།,གཡུའི་ཐང་མ་ཀྲས་དགུ,x,1-76,རྒྱུད། ཟུ། 43,མགོན་པོ་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,869-883,བུ426བ4-433བ4,,
85,བསྡུས་པའི་རིམ་པའི་སྒྲུབ་ཐབས།,བསྡུས་པའི་རིམ་པའི་སྒྲུབ་ཐབས,x,1-77,རྒྱུད། སུ། 46,དཔལ་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,779-802,ཞུ1བ-12ན,,
86,རྣལ་འབྱོར་ཡན་ལག་དྲུག་པ་ཞེས་བྱ་བ།,རྣལ་འབྱོར་ཡན་ལག་དྲུག་པ,x,1-78,རྒྱུད། སུ། 46,འཕགས་པ་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,835-842,ཞུ50ན-53ན,,
87,ཤ་ཟ་གནོད་སྦྱིན་མཁའ་འགྲོ་ཀུན་ནས་འཁྱིལ་པའི་རྟོགས་པ་ལ་བྱུང་བའི་གྭ་ཐབས་ཞེས་བྱ་བ།,ཤ་ཟ་གནོད་སྦྱིན་མཁའ་འགྲོ་ཀུན་ནས་འཁྱིལ་པའི་རྟོགས་པ་ལ་བྱུང་བའི་གྭ་ཐབས,x,1-79,རྒྱུད། སུ། 46,འཕགས་པ་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,1147-1149,ཞུ219ན-220ན,,
88,གནོད་སྦྱིན་མ་ཀུན་ནས་འཁྱིལ་པའི་གྭ་ཐབས་ཀྱི་དོན་བསྡུས་པའི་འགྲེལ་པ།,གནོད་སྦྱིན་མ་ཀུན་ནས་འཁྱིལ་པའི་གྭ་ཐབས་ཀྱི་དོན་བསྡུས་པའི་འགྲེལ་པ,x,,རྒྱུད། སུ། 46,འཕགས་པ་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,1150-1154,ཞུ220ན-222བ,,
89,ཕྱག་ན་རྡོ་རྗེ་གཏུམ་པོ་ཆེན་པོ་ཁྲོས་པ་ཞེས་བྱ་བའི་སྒྲུབ་ཐབས།,ཕྱག་ན་རྡོ་རྗེ་གཏུམ་པོ་ཆེན་པོ་ཁྲོས་པ་ཞེས་བྱ་བའི་སྒྲུབ་ཐབས,x,1-81,རྒྱུད། ཧུ། 47,སློབ་དཔོན་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,96-101,ཟུ139བ-142ན,,
90,ཐམས་ཅད་གྲུབ་པ་དཔལ་འཕེལ་ལྷ་མོ་ལ་བསྟོད་པ།,ཐམས་ཅད་གྲུབ་པ་དཔལ་འཕེལ་ལྷ་མོ་ལ་བསྟོད་པ,x,1-82,རྒྱུད། ཧུ 47,སློབ་དཔོན་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,253-255,ཟུ190ན-190བ,,
91,སེང་ལྡེང་ནགས་ཀྱི་སྒྲོལ་མ་ལ་བསྟོད་པ།,སེང་ལྡེང་ནགས་ཀྱི་སྒྲོལ་མ་ལ་བསྟོད་པ,x,1-83,རྒྱུད། ཧུ 47,སློབ་དཔོན་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,264-267,ཟུ194བ-196ན,,
92,དཔལ་ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ།,དཔལ་ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས,,1-80,རྒྱུད། ཧུ 47,སློབ་དཔོན་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,371-373,ཟུ258བ-259ན,ཤ250བ-251ན,
93,ནག་པོ་ཆེན་པོ་ཕྱག་བཞི་པའི་སྒྲུབ་ཐབས།,ནག་པོ་ཆེན་པོ་ཕྱག་བཞི་པའི་སྒྲུབ་ཐབས,x,1-84,རྒྱུད། ཨུ 47,སློབ་དཔོན་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,536-539,འུ13བ-14བ,,
94,མགོན་པོ་བྱ་རོག་གདོང་གི་གཏོར་མདོས།,མགོན་པོ་བྱ་རོག་གདོང་གི་གཏོར་མདོས,x,,རྒྱུད། ཨུ 47,འཕགས་པ་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,619-639,འུ48བ-56ན,,
95,གླང་པོ་རིན་པོ་ཆེ་ལ་ནོར་བླང་བའི་མན་ངག་ཅེས་བྱ་བ།,གླང་པོ་རིན་པོ་ཆེ་ལ་ནོར་བླང་བའི་མན་ངག,x,1-85,རྒྱུད། ཨུ 47,འཕགས་པ་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,709-714,འུ80བ-82བ,,
96,བླ་མ་གསང་བར་སྒྲུབ་པ་ཞེས་བྱ་བ།,བླ་མ་གསང་བར་སྒྲུབ་པ,x,1-160,རྒྱུད། ཀེ 47,ན་གརྫུ་ན།,༠༡-ཀླུ་སྒྲུབ།,896-901,ཡུ32བ-35ན,,
97,དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ་ཅེས་བྱ་བ།,དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ་ཅེས་བྱ་བ,,1-87,དབུ་མ། ཙ 57,འཕགས་པ་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,3-46,ཙ1བ-22བ,1བ-19ན,
98,རིགས་པ་དྲུག་ཅུ་པའི་ཚིག་ལེའུར་བྱས་པ་ཞེས་བྱ་བ།,རིགས་པ་དྲུག་ཅུ་པའི་ཚིག་ལེའུར་བྱས་པ,,1-88,དབུ་མ། ཙ 57,འཕགས་པ་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,51-57,ཙ22-25ན,20བ-22བ,
99,ཞིབ་མོ་རྣམ་པར་འཐག་པ་ཞེས་བྱ་བའི་མདོ།,ཞིབ་མོ་རྣམ་པར་འཐག་པ་ཞེས་བྱ་བའི་མདོ,,1-90,དབུ་མ། ཙ 57,འཕགས་པ་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,59-63,ཙ25ན-27ན,ཙ22བ-24ན,
100,སྟོང་པ་ཉིད་བདུན་ཅུ་པའི་ཚིག་ལེའུར་བྱས་པ་ཞེས་བྱ་བ།,སྟོང་པ་ཉིད་བདུན་ཅུ་པའི་ཚིག་ལེའུར་བྱས་པ,,1-91,དབུ་མ། ཙ 57,འཕགས་པ་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,65-72,ཙ27ན-30བ,ཙ24ན-27ན,
101,རྩོད་པ་བཟློག་པའི་ཚིག་ལེའུར་བྱས་པ་ཞེས་བྱ་བ།,རྩོད་པ་བཟློག་པའི་ཚིག་ལེའུར་བྱས་པ,,1-92,དབུ་མ། ཙ 57,འཕགས་པ་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,75-81,ཙ30བ-34ན,ཙ27ན-29ན,
102,དབུ་མ་རྩ་བའི་འགྲེལ་པ་ག་ལས་འཇིགས་མེད།,དབུ་མ་རྩ་བའི་འགྲེལ་པ་ག་ལས་འཇིགས་མེད,,1-146,དབུ་མ། ཙ 57,འཕགས་པ་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,83-257,ཙ34ན114ན,ཙ29བ-99ན,
103,ཞིབ་མོ་རྣམ་པར་འཐག་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།,ཞིབ་མོ་རྣམ་པར་འཐག་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ,,1-93,དབུ་མ། ཙ 57,འཕགས་པ་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,270-296,ཙ114ན-126ན,ཙ99བ-110ན,
104,སྟོང་པ་ཉིད་བདུན་ཅུ་པའི་འགྲེལ་པ།,སྟོང་པ་ཉིད་བདུན་ཅུ་པའི་འགྲེལ་པ,,1-94,དབུ་མ། ཙ 57,འཕགས་པ་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,300-327,ཙ126ན-138ན,ཙ110ན-121ན,
105,རྩོད་པ་བཟློག་པའི་འགྲེལ་པ།,རྩོད་པ་བཟློག་པའི་འགྲེལ་པ,,1-95,དབུ་མ། ཙ 57,འཕགས་པ་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,331-370,ཙ138ན-156ན,ཙ121ན-137ན,
106,ཐེག་པ་ཆེན་པོ་ཉི་ཤུ་པ།,ཐེག་པ་ཆེན་པོ་ཉི་ཤུ་པ,,1-97,དབུ་མ། ཙ 57,འཕགས་པ་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,375-378,ཙ156ན-157ན,ཙ137བ-138ན,
107,ཡི་གེ་བརྒྱ་པ།,ཡི་གེ་བརྒྱ་པ,,1-98,དབུ་མ། ཙ 57,འཕགས་པ་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,379-380,ཙ157ན-157ན,ཙ138ན-138བ,
108,ཡི་གེ་བརྒྱ་པ་ཞེས་བྱ་བའི་འགྲེལ་པ།,ཡི་གེ་བརྒྱ་པ་ཞེས་བྱ་བའི་འགྲེལ་པ,,1-99,དབུ་མ། ཙ 57,འཕགས་པ་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,381-400,ཙ157བ-165བ,ཙ138བ-146བ,
109,རྟེན་ཅིང་འབྲེལ་པར་འབྱུང་བའི་སྙིང་པོའི་ཚིག་ལེའུར་བྱས་པ།,རྟེན་ཅིང་འབྲེལ་པར་འབྱུང་བའི་སྙིང་པོའི་ཚིག་ལེའུར་བྱས་པ,,1-100,དབུ་མ། ཙ 57,འཕགས་པ་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,402-403,ཙ165བ-166ན,ཙ146བ-146བ,
110,རྟེན་ཅིང་འབྲེལ་པར་འབྱུང་བའི་སྙིང་པོའི་རྣམ་པར་བཤད་པ།,རྟེན་ཅིང་འབྲེལ་པར་འབྱུང་བའི་སྙིང་པོའི་རྣམ་པར་བཤད་པ,,1-101,དབུ་མ། ཙ 57,འཕགས་པ་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,405-410,ཙ166ན-168བ,ཙ146བ-149ན,
111,མ་རྟོགས་པ་རྟོགས་པར་བྱེད་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།,མ་རྟོགས་པ་རྟོགས་པར་བྱེད་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ,,1-102,དབུ་མ། ཙ 57,འཕགས་པ་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,412-415,ཙ168བ-169བ,ཙ149ན-150ན,
112,སྐྱེ་མེད་རིན་པོ་ཆེའི་མཛོད་ཅེས་བྱ་བ།,སྐྱེ་མེད་རིན་པོ་ཆེའི་མཛོད་ཅེས་བྱ་བ,,1-147,དབུ་མ། ཙ 57,འཕགས་པ་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,416-419,ཙ169བ-170བ,ཙ150ན-151ན,
113,དབུ་མ་སྲིད་པའི་འཕོ་བ་ཞེས་བྱ་བ།,དབུ་མ་སྲིད་པའི་འཕོ་བ,,1-103,དབུ་མ། ཙ 57,འཕགས་པ་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,420-423,ཙ170བ-171བ,151བ-151བ,
114,རང་བཞིན་གསུམ་ལ་འཇུག་པའི་སྒྲུབ་པ།,རང་བཞིན་གསུམ་ལ་འཇུག་པའི་སྒྲུབ་པ,,1-104,དབུ་མ། ཙ 57,འཕགས་པ་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,765-770,ཙ317བ-319ན,ཙ281ན-282བ,
115,བསྒོམ་པའི་རིམ་པ།,བསྒོམ་པའི་རིམ་པ,,1-105,དབུ་མ། ཀི 64,འཕགས་པ་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,3-9,ཨ1བ-4བ,ཀི1བ-4ན,
116,མདོ་ཀུན་ལས་བཏུས་པ།,མདོ་ཀུན་ལས་བཏུས་པ,,1-149,དབུ་མ། ཀི 64,འཕགས་པ་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,433-600,ཨ172བ-253ན,ཀི148བ-215ན,
117,བྱང་ཆུབ་ཏུ་སེམས་བསྐྱེད་པའི་ཆོ་ག,བྱང་ཆུབ་ཏུ་སེམས་བསྐྱེད་པའི་ཆོ་ག,,1-150,དབུ་མ། གི 65,འཕགས་པ་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,642-648,ཁི274ན-276བ,གི237ན-239ན,
118,འཕགས་པ་སཱ་ལུ་ལྗང་པའི་ཚིག་ལེའུར་བྱས་པ།,འཕགས་པ་སཱ་ལུ་ལྗང་པའི་ཚིག་ལེའུར་བྱས་པ,,1-106,མདོ་སྡེ། ངི 65,འཕགས་པ་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,774-781,ངི22ན-25ན,ངི18ན-20བ,
119,འཕགས་པ་སཱ་ལུ་ལྗང་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོའི་རྒྱ་ཆེར་བཤད་པ།,འཕགས་པ་སཱ་ལུ་ལྗང་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོའི་རྒྱ་ཆེར་བཤད་པ,,1-107,མདོ་སྡེ། ངི 65,སློབ་དཔོན་ཆེན་པོ་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,783-872,ངི25ན-69ན,ངི20བ-55བ,
120,བྱང་ཆུབ་ཀྱི་ལྟུང་བ་བཤགས་པའི་འགྲེལ་པ།,བྱང་ཆུབ་ཀྱི་ལྟུང་བ་བཤགས་པའི་འགྲེལ་པ,,1-108,མདོ་སྡེ། ཇི། 67,སློབ་དཔོན་འཕགས་པ་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,468-492,ཇི215ན-227ན,ཇི178ན-187བ,
121,འཕགས་པ་བཟང་པོ་སྤྱོད་པའི་སྨོན་ལམ་གྱི་རྒྱལ་པོ་ཆེན་པོའི་བཤད་སྦྱར།,འཕགས་པ་བཟང་པོ་སྤྱོད་པའི་སྨོན་ལམ་གྱི་རྒྱལ་པོ་ཆེན་པོའི་བཤད་སྦྱར,,1-151,མདོ་སྡེ། ཉི། 67,སློབ་དཔོན་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,1182-1230,ཉི189བ-211ན,ཉི163བ-182ན,
122,འཕགས་པ་ཆོས་ཀྱི་དབྱིངས་ཀྱི་སྙིང་པོའི་རྣམ་པར་འགྲེལ་པ།,འཕགས་པ་ཆོས་ཀྱི་དབྱིངས་ཀྱི་སྙིང་པོའི་རྣམ་པར་འགྲེལ་པ,,1-109,མངོན་པ། ཐུ། 83,སློབ་དཔོན་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,1159-1161,ནུ239ན-240ན,ཐུ222བ-223ན,
123,འཕགས་པ་གཞི་ཐམས་ཅད་ཡོད་པར་སྨྲ་བའི་དགེ་ཚུལ་གྱི་ཚིག་ལེའུར་བྱས་པ།,འཕགས་པ་གཞི་ཐམས་ཅད་ཡོད་པར་སྨྲ་བའི་དགེ་ཚུལ་གྱི་ཚིག་ལེའུར་བྱས་པ,,1-110,འདུལ་བ། སུ། 93,སློབ་དཔོན་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,735-731,ཨུ1བ-5ན,སུ1བ-4བ,
124,བསླབ་པ་བཅུའི་ཆོ་ག,བསླབ་པ་བཅུའི་ཆོ་ག,,1-111,འདུལ་བ། སུ། 93,ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,1443-1445,འདི་ཆད།,སུ352བ-353ན,
125,རྒྱལ་པོ་གཏམ་བྱ་བ་རིན་པོ་ཆེའི་ཕྲེང་བ།,རྒྱལ་པོ་ལ་གཏམ་བྱ་བ་རིན་པོ་ཆེའི་ཕྲེང་བ,,1-112,སྐྱེས་རབས། གེ། 96,འཕགས་པ་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,288-335,ངེ129ན-152བ,གེ107ན-126ན༌,
126,རྨི་ལམ་ཡིད་བཞིན་ནོར་བུའི་གཏམ།,རྨི་ལམ་ཡིད་བཞིན་ནོར་བུའི་གཏམ,,1-113,སྐྱེས་རབས། གེ། 96,འཕགས་པ་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,445-449,ངེ198བ-200བ,གེ165ན-166བ,
127,སྦྱིན་པའི་གཏམ།,སྦྱིན་པའི་གཏམ,,1-114,སྐྱེས་རབས། གེ། 96,སློབ་དཔོན་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,450-452,ངེ200བ-201ན,གེ166བ-167བ,
128,སྲིད་པ་ལས་འདས་པའི་གཏམ།,སྲིད་པ་ལས་འདས་པའི་གཏམ,,1-115,སྐྱེས་རབས། གེ། 96,འཕགས་པ་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,453-455,ངེ201ན-202ན,གེ167བ-168ན,
129,བཤེས་པའི་སྤྲིང་ཡིག,བཤེས་པའི་སྤྲིང་ཡིག,,1-116,སྤྲིང་ཡིག ངེ། 96,འཕགས་པ་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,669-684,ངེ282བ-290ན,ངེ40བ-46བ,
130,སྦྱོར་བ་བརྒྱ་པ།,སྦྱོར་བ་བརྒྱ་པ,,1-117,གསོ་བ་རིག་པ། 111,འཕགས་པ་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,3-19,སེ1བ-9བ,ཧེ1བ-8བ,
131,སྨན་འཚོ་བའི་མདོ་ཚིགས་སུ་བཅད་པ།,སྨན་འཚོ་བའི་མདོ་ཚིགས་སུ་བཅད་པ,,1-153,གསོ་བ་རིག་པ། 111,འཕགས་པ་ཀླུ་སྒྲུབ་སྙིང་པོ།,༠༡-ཀླུ་སྒྲུབ།,23-31,སེ9བ-13བ,ཧེ8བ-12ན,
132,སློབ་དཔོན་ཀླུ་སྒྲུབ་ཀྱིས་བཤད་པ་སྨན་ཨ་བའི་ཆོ་ག,སློབ་དཔོན་ཀླུ་སྒྲུབ་ཀྱིས་བཤད་པ་སྨན་ཨ་བའི་ཆོ་ག,,1-118,གསོ་བ་རིག་པ། 111,འཕགས་པ་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,34-38,སེ13བ-15ན,ཧེ12ན-13ན,
133,སྤོས་སྦྱོར་རིན་པོ་ཆེའི་ཕྲེང་བ་ཞེས་བྱ་བ།,སྤོས་སྦྱོར་རིན་པོ་ཆེའི་ཕྲེང་བ,,1-119,སྣ་ཚོགས། ངོ 114,འཕགས་པ་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,937-938,གོ29བ-29བ,འདི་མི་གསལ།,
134,སྤོས་ཀྱི་སྦྱོར་བ་རེའུ་ཆར་བྱས་པ།,སྤོས་ཀྱི་སྦྱོར་བ་རེའུ་ཆར་བྱས་པ,,1-120,སྣ་ཚོགས། ངོ། 114,མགོན་པོ་ཀླུ་སྒྲུབ།,༠༡-ཀླུ་སྒྲུབ།,939-941,གི29བ-30ན,ངོ18ན-18བ,
