ཨང།,ཆོས་མཚན།,ཆོས་མཚན,Is Derge,,སྡེ་ཚན། སྤྱིའི་དེབ་གྲངས།,མཛད་པ་པོ།,མཚན་གཅིག་གྱུར།,དཔེ་བསྡུར་གྱི་ཤོག་གྲངས།,པེ་ཅིང་ཤོག་གྲངས།,སྡེ་དགེའི་ཤོག་གྲངས།,ཆོས་ཚན་ཨང།
328,ཚད་མ་རིགས་པར་འཇུག་པའི་སྒོ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།,ཚད་མ་རིགས་པར་འཇུག་པའི་སྒོ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ,,11-17,ཚད་མ། ཅེ། 97,ཕྱོགས་ཀྱི་གླང་པོ།,༡༡-ཕྱོགས་གླང་།,442-452,ཅེ180བ-184བ,འདི་མི་གསལ།,
329,ཚད་མའི་བསྟན་བཅོས་རིགས་པ་ལ་འཇུག་པ་ཞེས་བྱ་བ།,ཚད་མའི་བསྟན་བཅོས་རིགས་པ་ལ་འཇུག་པ,,11-21,ཚད་མ། ཅེ། 97,ཕྱོགས་ཀྱི་གླང་པོ།,༡༡-ཕྱོགས་གླང་།,453-463,ཅེ184བ-189ན,ཅེ88བ-93ན,
330,གཏན་ཚིགས་ཀྱི་འཁོར་ལོ་གཏན་ལ་དབབ་པ།,གཏན་ཚིགས་ཀྱི་འཁོར་ལོ་གཏན་ལ་དབབ་པ,,11-18,ཚད་མ། ཅེ། 97,ཕྱོགས་ཀྱི་གླང་པོ།,༡༡-ཕྱོགས་གླང་།,465-467༌,ཅེ189ན-190ན,ཅེ93ན-93ན,
331,སངས་རྒྱས་ཡོངས་སུ་མྱ་ངན་ལས་འདས་པ་ལ་བསྟོད་པ།,སངས་རྒྱས་ཡོངས་སུ་མྱ་ངན་ལས་འདས་པ་ལ་བསྟོད་པ,,12-1,བསྟོད་ཚོགས་ཀ 1,དཔལ་ལྡན་ཆོས་ཀྱི་གྲགས་པ།,༡༢-ཆོས་གྲགས།,600-602,ཀ237བ-238བ,ཀ203བ-204ན,50
332,རྒྱུད་ཀྱི་རྒྱལ་པོ་ཆེན་པོ་དཔལ་དགྱེས་པའི་རྡོ་རྗེའི་དཀའ་འགྲེལ་སྤྱན་འབྱེད།,རྒྱུད་ཀྱི་རྒྱལ་པོ་ཆེན་པོ་དཔལ་དགྱེས་པའི་རྡོ་རྗེའི་དཀའ་འགྲེལ་སྤྱན་འབྱེད,,,རྒྱུད། ང 3,དྷརྨྨཱ་ཀཱིརྟི།,༡༢-ཆོས་གྲགས།,609-818,ཙ349ན-444ན,ང236བ-321ན,
333,དཔལ་རྡོ་རྗེ་མཁའ་འགྲོའི་བསྟོད་པ་རྒྱུན་ཆགས་ཞེས་བྱ་བ།,དཔལ་རྡོ་རྗེ་མཁའ་འགྲོའི་བསྟོད་པ་རྒྱུན་ཆགས,,12-2,རྒྱུད། ཝ 11,དཔལ་ལྡན་ཆོས་ཀྱི་གྲགས་པ།,༡༢-ཆོས་གྲགས།,625-629,ན282བ-284བ,ཝ242ན-243ན,23
334,དཀྱིལ་འཁོར་གྱི་ཐིག་གི་ཆོ་ག,དཀྱིལ་འཁོར་གྱི་ཐིག་གི་ཆོ་ག,,,རྒྱུད། རི། 28,དྷརྨ་ཀཱིརྟི།,༡༢-ཆོས་གྲགས།,1230-1231,ཞི246ན-246བ,རི215བ-216ན,
335,ངན་སོང་ཐམས་ཅད་ཡོངས་སུ་སྦྱོང་བའི་རོའི་སྦྱིན་སྲེག་གི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག,ངན་སོང་ཐམས་ཅད་ཡོངས་སུ་སྦྱོང་བའི་རོའི་སྦྱིན་སྲེག་གི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག,,,རྒྱུད། ཇུ 34,དྷརྨ་ཀཱིརྟི།,༡༢-ཆོས་གྲགས།,1301-1349,གུ226བ-252ན,ཇུ207བ-228ན,
336,ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་མན་ངག་གི་བསྟན་བཅོས་མངོན་པར་རྟོགས་པའི་རྒྱན་ཞེས་བྱ་བའི་འགྲེལ་པ་རྟོགས་པར་དཀའ་བའི་སྣང་བ་ཞེས་བྱ་བའི་འགྲེལ་བཤད།,ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་མན་ངག་གི་བསྟན་བཅོས་མངོན་པར་རྟོགས་པའི་རྒྱན་ཞེས་བྱ་བའི་འགྲེལ་པ་རྟོགས་པར་དཀའ་བའི་སྣང་བ་ཞེས་བྱ་བའི་འགྲེལ་བཤད,,,ཤེས་ཕྱིན། ཇ 52,ཆོས་ཀྱི་གྲགས་པ།,༡༢-ཆོས་གྲགས།,362-632,ཇ161ན-289ན,ཇ140བ-254ན,
337,སྐྱེས་པའི་རབས་ཀྱི་རྒྱ་ཆེར་བཤད་པ།,སྐྱེས་པའི་རབས་ཀྱི་རྒྱ་ཆེར་བཤད་པ,,,སྐྱེས་རབས། ཧུ།,དྷརྨ་ཀཱིརྟི།,༡༢-ཆོས་གྲགས།,386-873,ཀེ152བ-394ན,ཧུ135བ-340ན,
338,ཚད་མ་རྣམ་འགྲེལ་གྱི་ཚིག་ལེའུར་བྱས་པ།,ཚད་མ་རྣམ་འགྲེལ་གྱི་ཚིག་ལེའུར་བྱས་པ,,12-3,ཚད་མ། ཅེ། 97,ཆོས་ཀྱི་གྲགས་པ།,༡༢-ཆོས་གྲགས།,469-602,ཅེ190ན-240བ,ཅེ94ན-151ན,
339,ཚད་མ་རྣམ་པར་ངེས་པ།,ཚད་མ་རྣམ་པར་ངེས་པ,,12-4,ཚད་མ། ཅེ། 97,ཆོས་ཀྱི་གྲགས་པ།,༡༢-ཆོས་གྲགས།,614-792,ཅེ250བ-329བ,ཅེ152བ-230ན,
340,རིགས་པའི་ཐིགས་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།,རིགས་པའི་ཐིགས་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ,,12-5,ཚད་མ། ཅེ། 97,ཆོས་ཀྱི་གྲགས་པ།,༡༢-ཆོས་གྲགས།,812-829,ཅེ329བ-337ན,ཅེ221བ-138ན,
341,གཏན་ཚིགས་ཀྱི་ཐིགས་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།,གཏན་ཚིགས་ཀྱི་ཐིགས་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ,,12-6,ཚད་མ། ཅེ། 97,ཆོས་ཀྱི་གྲགས་པ།,༡༢-ཆོས་གྲགས།,832-874,ཅེ337ན-357ན,ཅེ238ན-255ན,
342,འབྲེལ་བ་བརྟག་པའི་རབ་ཏུ་བྱེད་པ།,འབྲེལ་བ་བརྟག་པའི་རབ་ཏུ་བྱེད་པ,,12-7,ཚད་མ། ཅེ། 97,ཆོས་ཀྱི་གྲགས་པ།,༡༢-ཆོས་གྲགས།,880-883,ཅེ357ན-358ན,ཅེ255ན-256ན,
343,འབྲེལ་བ་བརྟག་པའི་འགྲེལ་པ།,འབྲེལ་བ་བརྟག་པའི་འགྲེལ་པ,,12-8,ཚད་མ། ཅེ། 97,ཆོས་ཀྱི་གྲགས་པ།,༡༢-ཆོས་གྲགས།,884-898,ཅེ358ན-364བ,ཅེ256ན-261ན,
344,ཚད་མ་རྣམ་འགྲེལ་གྱི་འགྲེལ་པ།,ཚད་མ་རྣམ་འགྲེལ་གྱི་འགྲེལ་པ,,12-10,ཚད་མ། ཅེ། 97,ཆོས་ཀྱི་གྲགས་པ།,༡༢-ཆོས་གྲགས།,900-1151,ཅེ404བ-535ན,ཅེ261བ-365ན,
345,རྩོད་པའི་རིགས་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།,རྩོད་པའི་རིགས་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ,,12-11,ཚད་མ། ཆེ།,སློབ་དཔོན་དྷརྨཱ་ཀཱིརྟི།,༡༢-ཆོས་གྲགས།,863-934,ཆེ364བ8-400ན7,ཆེ326བ4-355བ5,
346,རྒྱུད་གཞན་གྲུབ་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།,རྒྱུད་གཞན་གྲུབ་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ,,12-9,ཚད་མ། ཆེ།,སློབ་དཔོན་དྷརྨཱ་ཀཱིརྟི།,༡༢-ཆོས་གྲགས།,941-950,ཆེ400ན7-404བ3,ཆེ355བ5-359ན7,
347,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟོང་ཕྲག་ཉི་ཤུ་ལྔ་པའི་མན་ངག་གི་བསྟན་བཅོས་མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་འགྲེལ་པ།,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟོང་ཕྲག་ཉི་ཤུ་ལྔ་པའི་ཚུལ་གྱི་མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་འགྲེལ་པ,,13-1,ཤེས་ཕྱིན། ཀ 49,འཕགས་པ་གྲོལ་སྡེ།,༡༣-གྲོལ་སྡེ།,33-500,ཀ15བ-249ན,ཀ14བ-212ན,
348,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟོང་ཕྲག་ཉི་ཤུ་ལྔ་པའི་མན་ངག་གི་བསྟན་བཅོས་མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་ཚིག་ལེའུར་བྱས་པའི་རྣམ་པར་འགྲེལ་པ།,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟོང་ཕྲག་ཉི་ཤུ་ལྔ་པའི་མན་ངག་གི་བསྟན་བཅོས་མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་ཚིག་ལེའུར་བྱས་པའི་རྣམ་པར་འགྲེལ་པ,,13-2,ཤེས་ཕྱིན། ཀ 49,འཕགས་པ་གྲོལ་སྡེ།,༡༣-གྲོལ་སྡེ།,533-967,ཁ1བ-207ན,ཁ1བ-181ན,
349,ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟོང་ཕྲག་ཉི་ཤུ་ལྔ་པ།,ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟོང་ཕྲག་ཉི་ཤུ་ལྔ་པ,,14-1,ཤེས་ཕྱིན། ག་དང་ང། ཅ་པ་སོགས་སུ་ཡོད།,སློབ་དཔོན་སེངྒེ་བཟང་པོ།,༡༤-སེངྒེ་བཟང་པོ།,3-773 དང807-1596 །3-849,ག1བ1-363ན8དང་ང1བ1-353ན8། ཅ1བ1-403ན7,ག1བ1-315ན༧ དང་ང1བ1-307ན༧། ཅ1བ1-342ན6,
350,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་བརྒྱད་སྟོང་པའི་བཤད་པ་མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་སྣང་བ་ཞེས་བྱ་བ།,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་བརྒྱད་སྟོང་པའི་བཤད་པ་མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་སྣང་བ་,,14-2,ཤེས་ཕྱིན། ཆ 51,སློབ་དཔོན་སེང་གེ་བཟང་པོ།,༡༤-སེངྒེ་བཟང་པོ།,891-1729,ཆ1བ-426ན,ཆ1བ-341ན,
351,བཅོམ་ལྡན་འདས་ཡོན་ཏན་རིན་པོ་ཆེ་སྡུད་པའི་ཚིགས་སུ་བཅད་པའི་དཀའ་འགྲེལ་ཞེས་བྱ་བ།,བཅོམ་ལྡན་འདས་ཡོན་ཏན་རིན་པོ་ཆེ་སྡུད་པའི་ཚིགས་སུ་བཅད་པའི་དཀའ་འགྲེལ,,14-3,ཤེས་ཕྱིན། ཇ 52,སློབ་དཔོན་སེང་གེ་བཟང་པོ།,༡༤-སེངྒེ་བཟང་པོ།,3-191,ཇ1བ-93ན,ཇ1བ-78ན,
352,ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་མན་ངག་གི་བསྟན་བཅོས་མངོན་པར་རྟོགས་པའི་རྒྱན་ཞེས་བྱ་བའི་འགྲེལ་པ།,ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་མན་ངག་གི་བསྟན་བཅོས་མངོན་པར་རྟོགས་པའི་རྒྱན་ཞེས་བྱ་བའི་འགྲེལ་པ,,14-4,ཤེས་ཕྱིན། ཇ 52,སློབ་དཔོན་སེང་གེ་བཟང་པོ།,༡༤-སེངྒེ་བཟང་པོ།,205-354,ཇ93ན-161ན,ཇ78བ-140ན,
353,བྱང་ཆུབ་སེམས་དཔའི་སའི་འགྲེལ་པ།,བྱང་ཆུབ་སེམས་དཔའི་སའི་འགྲེལ་པ,,15-1,སེམས་ཙམ། འི། 75,ཡོན་ཏན་འོད།,༡༥-ཡོན་ཏན་འོད།,387-492,ཡི176ན-229ན,འི141ན-182ན,
354,བྱང་ཆུབ་སེམས་དཔའི་ཚུལ་ཁྲིམས་ཀྱི་ལེའུའི་འགྲེལ་པ།,བྱང་ཆུབ་སེམས་དཔའི་ཚུལ་ཁྲིམས་ཀྱི་ལེའུའི་འགྲེལ་པ,,15-2,སེམས་ཙམ། འི། 75,ཡོན་ཏན་འོད།,༡༥-ཡོན་ཏན་འོད།,501-523,ཡི229ན-240ན,འི182ན-191ན,
355,ཕུང་པོ་ལྔའི་རྣམ་པར་འགྲེལ་པ།,ཕུང་པོ་ལྔའི་རྣམ་པར་འགྲེལ་པ,,15-3,སེམས་ཙམ། སི། 77,ཡོན་ཏན་འོད།,༡༥-ཡོན་ཏན་འོད།,669-744,ཧི67བ-101ན,སི1བ-31བ,
356,འདུལ་བའི་མདོ།,འདུལ་བའི་མདོ,,15-4,འདུལ་བ། ཝུ། 88,བཙུན་པ་ཡོན་ཏན་འོད།,༡༥-ཡོན་ཏན་འོད།,837-1082,ཟུ1བ-109བ,ཝུ1བ-100ན,
357,ལས་བརྒྱ་རྩ་གཅིག་པ།,ལས་བརྒྱ་རྩ་གཅིག་པ,,15-5,འདུལ་བ། ཝུ། 88,ཡོན་ཏན་འོད།,༡༥-ཡོན་ཏན་འོད།,1105-1492,ཟུ109བ-298ན,ཝུ100བ-259ན,
358,འདུལ་བའི་མདོའི་འགྲེལ་པ་མངོན་པར་བརྗོད་པ་རང་གི་རྣམ་པར་བཤད་པ་ཞེས་བྱ་བ།,འདུལ་བའི་མདོའི་འགྲེལ་པ་མངོན་པར་བརྗོད་པ་རང་གི་རྣམ་པར་བཤད་པ,,15-6-7,འདུལ་བ། ཞུ་དང་ཟུ། 89,སློབ་དཔོན་ཡོན་ཏན་འོད།,༡༥-ཡོན་ཏན་འོད།,3-705དང་761-1444,འུ1བ1-328ན5ཡུ1བ-342ན,ཞུ1བ1-278ན7ཟུ1བ-274ན,
359,འདུལ་བ་མདོའི་འགྲེལ་པ།,འདུལ་བ་མདོའི་འགྲེལ་པ,,15-9,འདུལ་བ། ལུ། 92,སློབ་དཔོན་ཡོན་ཏན་འོད།,༡༥-ཡོན་ཏན་འོད།,739-1581,སུ1བ-429ན,ལུ1བ-344ན,
360,འཕགས་པ་གཞི་ཐམས་ཅད་ཡོད་པར་སྨྲ་བའི་དགེ་ཚུལ་གྱི་ཚིག་ལེའུར་བྱས་པ།,འཕགས་པ་གཞི་ཐམས་ཅད་ཡོད་པར་སྨྲ་བའི་དགེ་ཚུལ་གྱི་ཚིག་ལེའུར་བྱས་པ,,16-1,འདུལ་བ། ཤུ། 93,སློབ་དཔོན་ཤཱཀྱ་འོད།,༡༦-ཤཱཀྱ་འོད།,167-196,ཧུ67ན-79བ,ཤུ63ན-74ན,
361,འཕགས་པ་གཞི་ཐམས་ཅད་ཡོད་པར་སྨྲ་བའི་དགེ་ཚུལ་གྱི་ཚིག་ལེའུར་བྱས་པའི་འགྲེལ་པ་འོད་ལྡན།,འཕགས་པ་གཞི་ཐམས་ཅད་ཡོད་པར་སྨྲ་བའི་དགེ་ཚུལ་གྱི་ཚིག་ལེའུར་བྱས་པའི་འགྲེལ་པ་འོད་ལྡན,,16-2,འདུལ་བ། ཤུ། 93,སློབ་དཔོན་ཤཱཀྱ་འོད།,༡༦-ཤཱཀྱ་འོད།,200-444,ཧུ79བ-184བ,ཤུ74ན-162བ,
362,དཔལ་དགྱེས་པ་རྡོ་རྗེའི་སྒྲུབ་ཐབས་རིན་པོ་ཆེའི་སྒྲོན་མ་ཞེས་བྱ་བ།,དཔལ་དགྱེས་པ་རྡོ་རྗེའི་སྒྲུབ་ཐབས་རིན་པོ་ཆེའི་སྒྲོན་མ,,17-1,རྒྱུད། ཏ 5,དཔལ་མར་མེ་མཛད།,༡༧-ཇོ་བོ་རྗེ།,1007-1022,ཟ34བ-42བ,ཏ28བ-34བ,6
363,འབྱུང་པོ་ཐམས་ཅད་པའི་གཏོར་མའི་ཆོ་ག,འབྱུང་པོ་ཐམས་ཅད་པའི་གཏོར་མའི་ཆོ་ག,,17-2,རྒྱུད། ཏ། 5,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,༡༧-ཇོ་བོ་རྗེ།,1450-1455,ཞ585ན-587ན,ཏ185བ-187ན,33
364,མངོན་པར་རྟོགས་པ་རྣམ་པར་འབྱེད་པ་ཞེས་བྱ་བ།,མངོན་པར་རྟོགས་པ་རྣམ་པར་འབྱེད་པ,,17-3,རྒྱུད། ཞ། 11,ཇོ་བོ་རྗེ།,༡༧-ཇོ་བོ་རྗེ།,1523-1563,པ185བ-204ན,ཞ186ན-202བ,
365,དཔལ་འཁོར་སྡོམ་པའི་སྒྲུབ་ཐབས།,དཔལ་འཁོར་ལོ་སྡོམ་པའི་སྒྲུབ་ཐབས,,17-4,རྒྱུད། ཞ 11,ཇོ་བོ་རྗེ།,༡༧-ཇོ་བོ་རྗེ།,1566-1572,པ204ན-206བ,ཞ202བ-204བ,
366,དཔལ་བཅོམ་ལྡན་འདས་ཀྱི་མངོན་པར་རྟོགས་པ་ཞེས་བྱ་བ།,དཔལ་བཅོམ་ལྡན་འདས་ཀྱི་མངོན་པར་རྟོགས་པ,,17-5,རྒྱུད། ཞ 11,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,༡༧-ཇོ་བོ་རྗེ།,1573-1579,པ206བ-209བ,ཞ204བ-207ན,
367,དཔའ་བོ་གཅིག་པའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ།,དཔའ་བོ་གཅིག་པའི་སྒྲུབ་ཐབས,,17-6,རྒྱུད། ཞ 11,ཇོ་བོ་རྗེ།,༡༧-ཇོ་བོ་རྗེ།,1581-1584,པ209བ-210བ,ཞ207ན-208ན,
368,རྡོ་རྗེ་གདན་གྱི་རྡོ་རྗེའི་གླུ།,རྡོ་རྗེ་གདན་གྱི་རྡོ་རྗེའི་གླུ,,17-7,རྒྱུད། ཞ 11,ཇོ་བོ་རྗེ།,༡༧-ཇོ་བོ་རྗེ།,1585-1589,པ210བ-212ན,ཞ208ན-209བ,
369,རྡོ་རྗེ་གདན་གྱི་གླུའི་འགྲེལ་པ།,རྡོ་རྗེ་གདན་གྱི་རྡོ་རྗེའི་གླུའི་འགྲེལ་པ,,17-8,རྒྱུད། ཞ 11,ཇོ་བོ་རྗེ།,༡༧-ཇོ་བོ་རྗེ།,1590-1604,པ213ན-218བ,ཞ209བ-215ན,
370,སྤྱོད་པའི་གླུ།,སྤྱོད་པའི་གླུ,,17-9,རྒྱུད། ཞ 11,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,༡༧-ཇོ་བོ་རྗེ།,1606-1610,པ218བ-220བ,ཞ215ན-216བ,
371,སྤྱོད་པའི་གླུའི་འགྲེལ་པ།,སྤྱོད་པའི་གླུའི་འགྲེལ་པ,,17-10,རྒྱུད། ཞ 11,ཇོ་བོ་རྗེ།,༡༧-ཇོ་བོ་རྗེ།,1611-1617,པ220བ-223ན,ཞ216བ-219ན,
372,རིགས་ལྡན་མའི་དེ་ཁོ་ན་ཉིད་ངེས་པ་ཞེས་བྱ་བ།,རིགས་ལྡན་མའི་དེ་ཁོ་ན་ཉིད་ངེས་པ,,,རྒྱུད། ཟ 12,དཱི་པཾ་ཀ་ར།,༡༧-ཇོ་བོ་རྗེ།,624-638,ཕ243བ-250བ,ཟ208བ-214ན,
373,རྡོ་རྗེ་རྣལ་འབྱོར་མ་ལ་བསྟོད་པ།,རྡོ་རྗེ་རྣལ་འབྱོར་མ་ལ་བསྟོད་པ,,17-11,རྒྱུད། འ 12,ཇོ་བོ་རྗེ།,༡༧-ཇོ་བོ་རྗེ།,1052-1054,ཕ420བ-421ན,འ102བ-104ན,
374,རིན་པོ་ཆེ་རྒྱན་གྱི་སྒྲུབ་པ།,རིན་པོ་ཆེ་རྒྱན་གྱི་སྒྲུབ་པ,,17-12,རྒྱུད། འ 12,ཇོ་བོ་རྗེ།,༡༧-ཇོ་བོ་རྗེ།,1076-1080,ཀ428བ-420ན,འ110ན-111བ,
375,རྡོ་རྗེ་ཕག་མོའི་སྒྲུབ་པའི་ཐབས།,རྡོ་རྗེ་ཕག་མོའི་སྒྲུབ་པའི་ཐབས,,17-13,རྒྱུད། འ 12,མར་མེ་མཛད་ཡེ་ཤེས།,༡༧-ཇོ་བོ་རྗེ།,1081-1084,ཕ430བ-431བ,འ111བ-112བ,
376,དཔལ་རྡོ་རྗེ་རྣལ་འབྱོར་མའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ།,དཔལ་རྡོ་རྗེ་རྣལ་འབྱོར་མའི་སྒྲུབ་ཐབས,,17-14,རྒྱུད། འ 12,ཇོ་བོ་རྗེ།,༡༧-ཇོ་བོ་རྗེ།,1085-1087,ཕ431བ-432བ,འ112བ-113ན,
377,རྡོ་རྗེ་རྣལ་འབྱོར་མ་ལ་བསྟོད་པ།,རྡོ་རྗེ་རྣལ་འབྱོར་མ་ལ་བསྟོད་པ,,17-15,རྒྱུད། འ 12,ཇོ་བོ་རྗེ།,༡༧-ཇོ་བོ་རྗེ།,1089-1091,ཕ432བ-433བ,འ113ན-114ན,
378,སྒྲོལ་མ་དཀོན་མཆོག་གསུམ་ལ་བསྟོད་པ།,སྒྲོལ་མ་དཀོན་མཆོག་གསུམ་ལ་བསྟོད་པ,,17-97,རྒྱུད། ཤ། 14,དཱི་པཾ་ཀ་ར།,༡༧-ཇོ་བོ་རྗེ།,1003-1004,ལ61བ8-62ན4,ཤ52ན5-52བ1,
379,བྱང་ཆུབ་ཀྱི་སེམས་བདེ་བའི་མན་ངག,བྱང་ཆུབ་ཀྱི་སེམས་བདེ་བའི་མན་ངག,,17-98,རྒྱུད། ཤ། 14,དཱི་པཾ་ཀ་ར།,༡༧-ཇོ་བོ་རྗེ།,1005-1007,ལ138ན7-139ན2,ཤ52བ1-53ན3,
380,དཔལ་མགོན་པོའི་གཏོར་མ་ཞེས་བྱ་བ།,དཔལ་མགོན་པོའི་གཏོར་མ,,17-16,རྒྱུད། ཤ 14,ཇོ་བོ་རྗེ།,༡༧-ཇོ་བོ་རྗེ།,1653-1658,ལ282བ-284བ,ཤ256བ-258བ,
381,དཔལ་གསང་བ་འདུས་པའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག་ཞེས་བྱ་བ།,དཔལ་གསང་བ་འདུས་པའི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག,,17-17,རྒྱུད། དི། 21,མར་མེ་མཛད་བཟང་པོ།,༡༧-ཇོ་བོ་རྗེ།,1030-1073,ཏི83ན6-104བ2,དི69ན4-87ན3,
382,དཔལ་གསང་བ་འདུས་པ་འཇིག་རྟེན་དབང་ཕྱུག་གི་སྒྲུབ་པའི་ཐབས་ཞེས་བྱ་བ།,དཔལ་གསང་བ་འདུས་པ་འཇིག་རྟེན་དབང་ཕྱུག་གི་སྒྲུབ་པའི་ཐབས,,17-18,རྒྱུད། པི། 22,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,༡༧-ཇོ་བོ་རྗེ།,1175-1202,ཐི263ན-277བ,པི230བ-231བ,
383,འཕགས་པ་སྤྱན་རས་གཟིགས་དབང་ཕྱུག་སྒྲུབ་པའི་ཐབས།,འཕགས་པ་སྤྱན་རས་གཟིགས་དབང་ཕྱུག་སྒྲུབ་པའི་ཐབས,,17-19,རྒྱུད། པི། 22,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,༡༧-ཇོ་བོ་རྗེ།,1205-1209,ཐི277བ-279ན,པི231བ-233ན,
384,དཔལ་གསང་བ་འདུས་པའི་བསྟོད་པ།,དཔལ་གསང་བ་འདུས་པའི་བསྟོད་པ,,17-20,རྒྱུད། པི། 22,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,༡༧-ཇོ་བོ་རྗེ།,1210-1213,ཐི279ན-280ན,པི233ན-233བ,
385,སྲུང་བའི་འཁོར་ལོ་སྒྲུབ་པའི་ཐབས།,སྲུང་བའི་འཁོར་ལོ་སྒྲུབ་པའི་ཐབས,,17-99,རྒྱུད། མི། 24,མར་མེ་མཛད་བཟང་པོ།,༡༧-ཇོ་བོ་རྗེ།,107-110,པི47བ8-49ན5,མི38བ1-39བ2,
386,གཤིན་རྗེ་གཤེད་ནག་པོའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ།,གཤིན་རྗེ་གཤེད་ནག་པོའི་སྒྲུབ་ཐབས,,17-21,རྒྱུད། མི 24,དཔལ་མར་མེ་མཛད།,༡༧-ཇོ་བོ་རྗེ།,194-196,པི78བ-79བ,མི64བ-65ན,
387,གཤིན་རྗེ་གཤེད་རྣམ་པར་སྣང་མཛད་ཀྱི་མངོན་པར་རྟོགས་པ་ཞེས་བྱ་བ།,གཤིན་རྗེ་གཤེད་རྣམ་པར་སྣང་མཛད་ཀྱི་མངོན་པར་རྟོགས་པ,,17-22,རྒྱུད། མི 24,དཔལ་མར་མེ་མཛད།,༡༧-ཇོ་བོ་རྗེ།,197-199,པི79བ-80ན,མི65ན-66ན,
