ཨང།,ཆོས་མཚན།,ཆོས་མཚན,Is Derge,,སྡེ་ཚན། སྤྱིའི་དེབ་གྲངས།,མཛད་པ་པོ།,མཚན་གཅིག་གྱུར།,དཔེ་བསྡུར་གྱི་ཤོག་གྲངས།,པེ་ཅིང་ཤོག་གྲངས།,སྡེ་དགེའི་ཤོག་གྲངས།,ཆོས་ཚན་ཨང།
511,སྙིང་པོ་བསྡུས་པ་ཞེས་བྱ་བ།,སྙིང་པོ་བསྡུས་པ,,17-78,དབུ་མ། ཁི 64,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,༡༧-ཇོ་བོ་རྗེ།,1784-1986,ཀི339བ-340ན,ཁི293ན-293བ,
512,སྙིང་པོ་ངེས་པར་བསྡུ་བ་ཞེས་བྱ་བ།,སྙིང་པོ་ངེས་པར་བསྡུ་བ,,17-79,དབུ་མ། ཁི 64,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,༡༧-ཇོ་བོ་རྗེ།,1787-1790,ཀི340ན-341བ,ཁི293བ-294བ,
513,བྱང་ཆུབ་སེམས་དཔའི་ནོར་བུའི་ཕྲེང་བ།,བྱང་ཆུབ་སེམས་དཔའི་ནོར་བུའི་ཕྲེང་བ,,17-80,དབུ་མ། ཁི 64,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,༡༧-ཇོ་བོ་རྗེ།,1791-1794,ཀི341བ-343ན,ཁི294བ-296ན,
514,བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་མདོ་ཙམ་གདམས་ངག་ཏུ་བྱས་པ།,བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་མདོ་ཙམ་གདམས་ངག་ཏུ་བྱས་པ,,17-81,དབུ་མ། ཁི 64,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,༡༧-ཇོ་བོ་རྗེ།,1795-1798,ཀི343ན-344བ,འདི་མི་གསལ།,
515,བྱང་ཆུབ་སེམས་དཔའ་ལས་དང་པོ་པའི་ལམ་ལ་འཇུག་པ་བསྟན་པ།,བྱང་ཆུབ་སེམས་དཔའ་ལས་དང་པོ་པའི་ལམ་ལ་འཇུག་པ་བསྟན་པ,,17-82,དབུ་མ། ཁི 64,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,༡༧-ཇོ་བོ་རྗེ།,1799-1804,ཀི344བ-346བ,ཁི296ན-297བ,
516,སྐྱབས་སུ་འགྲོ་བ་བསྟན་པ།,སྐྱབས་སུ་འགྲོ་བ་བསྟན་པ,,17-83,དབུ་མ། ཁི། 64,ཇོ་བོ་རྗེ།,༡༧-ཇོ་བོ་རྗེ།,1805-1809,ཀི346བ-348ན,ཁི297བ-299ན,
517,ཐེག་པ་ཆེན་པོའི་ལམ་གྱི་སྒྲུབ་ཐབས་ཡི་གེར་བསྡུས་པ།,ཐེག་པ་ཆེན་པོའི་ལམ་གྱི་སྒྲུབ་ཐབས་ཡི་གེར་བསྡུས་པ,,17-84,དབུ་མ། ཁི 64,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,༡༧-ཇོ་བོ་རྗེ།,1810-1819,ཀི348ན-352ན,ཁི299ན-302བ,
518,ཐེག་པ་ཆེན་པོ་ལམ་གྱི་སྒྲུབ་ཐབས་ཤིན་ཏུ་བསྡུས་པ།,ཐེག་པ་ཆེན་པོའི་ལམ་གྱི་སྒྲུབ་ཐབས་ཤིན་ཏུ་བསྡུས་པ,,17-85,དབུ་མ། ཁི 64,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,༡༧-ཇོ་བོ་རྗེ།,1821-1823,ཀི352ན-353ན,ཁི302བ-303ན,
519,རང་གི་བྱ་བའི་རིམ་པ་བསྐུལ་བ་དང་བཅས་པ་ཡི་གེར་བྲིས་པ།,རང་གི་བྱ་བའི་རིམ་པ་བསྐུལ་བ་དང་བཅས་པ་ཡི་གེར་བྲིས་པ,,17-86,དབུ་མ། ཁི 64,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,༡༧-ཇོ་བོ་རྗེ།,1824-1827,ཀི353ན-354ན,ཁི303ན-304ན,
520,མདོའི་སྡེའི་དོན་ཀུན་ལས་བཏུས་པའི་མན་ངག,མདོ་སྡེའི་དོན་ཀུན་ལས་བཏུས་པའི་མན་ངག,,17-87,དབུ་མ། ཁི 64,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,༡༧-ཇོ་བོ་རྗེ།,1828-1835,ཀི354ན-356བ,ཁི304ན-306བ,
521,མི་དགེ་བ་བཅུའི་ལས་ཀྱི་ལམ་བསྟན་པ།,མི་དགེ་བ་བཅུའི་ལས་ཀྱི་ལམ་བསྟན་པ,,17-88,དབུ་མ། ཁི 64,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,༡༧-ཇོ་བོ་རྗེ།,1836-1839,ཀི356བ-358ན,ཁི306བ-307བ,
522,ལས་རྣམ་པར་འབྱེད་པ་ཞེས་བྱ་བ།,ལས་རྣམ་པར་འབྱེད་པ,,17-89,དབུ་མ། ཁི 64,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,༡༧-ཇོ་བོ་རྗེ།,1840-1852,ཀི358ན-364ན,ཁི308ན-312བ,
523,སྤྱོད་པ་བསྡུས་པའི་སྒྲོན་མ།,སྤྱོད་པ་བསྡུས་པའི་སྒྲོན་མ,,17-90,དབུ་མ། ཁི 64,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,༡༧-ཇོ་བོ་རྗེ།,1854-1857,ཀི364ན-365ན,312བ-313ན,
524,མདོ་ཀུན་ལས་བཏུས་པ་ཆེན་པོ་ཞེས་བྱ་བ།,མདོ་ཀུན་ལས་བཏུས་པ་ཆེན་པོ,,17-157,དབུ་མ། གི། 65,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,༡༧-ཇོ་བོ་རྗེ།,3-490,ཁི1བ-231ན,གི1བ-198བ,
525,སེམས་བསྐྱེད་པ་དང་སྡོམ་པའི་ཆོ་གའི་རིམ་པ།,སེམས་བསྐྱེད་པ་དང་སྡོམ་པའི་ཆོ་གའི་རིམ་པ,,17-91,དབུ་མ། གི 65,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,༡༧-ཇོ་བོ་རྗེ།,667-676,ཁི284ན-288ན,གི245ན-248བ,
526,ལྟུང་བ་བཤགས་པའི་ཆོ་ག,ལྟུང་བ་བཤགས་པའི་ཆོ་ག,,17-92,དབུ་མ། གི 65,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,༡༧-ཇོ་བོ་རྗེ།,700-702,ཁི297ན-297བ,གི255ན-255བ,
527,ཁ་ཏོན་གླེགས་བམ་ཀློག་པའི་སྔོན་དུ་བྱ་བའི་ཆོ་ག,ཁ་ཏོན་གླེགས་བམ་ཀློག་པའི་སྔོན་དུ་བྱ་བའི་ཆོ་ག,,17-93,དབུ་མ། གི 65,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,༡༧-ཇོ་བོ་རྗེ།,703-705,ཁི304བ-305ན,གི255བ-256ན,
528,ཕ་རོལ་ཏུ་ཕྱིན་པའི་ཐེག་པའི་སཙྪ་གདབ་པའི་ཆོ་ག,ཕ་རོལ་ཏུ་ཕྱིན་པའི་ཐེག་པའི་སཙྪ་གདབ་པའི་ཆོ་ག,,17-94,དབུ་མ། གི 65,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,༡༧-ཇོ་བོ་རྗེ།,706-708,ཁི301བ-302ན,གི256ན-256བ,
529,བླ་མའི་བྱ་བའི་རིམ་པ།,བླ་མའི་བྱ་བའི་རིམ་པ,,17-95,དབུ་མ། གི 65,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,༡༧-ཇོ་བོ་རྗེ།,709-711,ཁི302ན-303ན,གི256བ-257ན,
530,ལས་ཀྱི་སྒྲིབ་པ་རྣམ་པར་སྦྱོང་བའི་ཆོ་ག་བཤད་པ་ཞེས་བྱ་བ།,ལས་ཀྱི་སྒྲིབ་པ་རྣམ་པར་སྦྱོང་བའི་ཆོ་ག་བཤད་པ,,17-159,མདོ་སྡེ། ཇི། 67,སློབ་དཔོན་དཱི་པཾ་ཀ་ར་ཤྲཱི་ཛྙཱ་ན།,༡༧-ཇོ་བོ་རྗེ།,514-527,ཇི236ན-342བ,ཇི194ན-198བ,
531,དགེ་ཚུལ་གྱི་དང་པོའི་ལོ་དྲི་བ།,དགེ་ཚུལ་གྱི་དང་པོའི་ལོ་དྲི་བ,,17-162,འདུལ་བ། སུ། 93,དཱི་པཾ་ཀ་ར།,༡༧-ཇོ་བོ་རྗེ།,904-909,ཨུ78ན3-80ན5,སུ64ན5-66ན1,
532,དགེ་སློང་གི་དང་པོའི་ལོ་དྲི་བ།,དགེ་སློང་གི་དང་པོའི་ལོ་དྲི་བ,,17-163,འདུལ་བ། སུ། 93,དཱི་པཾ་ཀ་ར།,༡༧-ཇོ་བོ་རྗེ།,911-923,ཨུ317ན1-323ན8,སུ66ན1-70བ3,
533,དྲི་མ་མེད་པ་རིན་པོ་ཆེའི་སྤྲིང་ཡིག་ཅེས་བྱ་བ།,དྲི་མ་མེད་པ་རིན་པོ་ཆེའི་སྤྲིང་ཡིག་ཅེས་བྱ་བ,,17-161,སྤྲིང་ཡིག ངེ། 96,དཱི་པཾ་ཤྲཱི་ཛྙཱ་ན།,༡༧-ཇོ་བོ་རྗེ།,758-763,ངེ320ན-322ན,ངེ70ན-71བ,
534,རིགས་ཀྱི་སྨོན་ལམ་ཞེས་བྱ་བ།,རིགས་ཀྱི་སྨོན་ལམ,,17-96,སྣ་ཚོགས། ཉོ། 16,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,༡༧-ཇོ་བོ་རྗེ།,1688-1689,མོ306བ-307ན,ཉོ319ན-319བ,
535,ཆོམ་རྐུན་བཅིང་བ།,ཆོམ་རྐུན་བཅིང་བ,,17-154,རྒྱུད། མུ། 40,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས། ?,༡༧-ཇོ་བོ་རྗེ།-,1478-1479,དུ427བ5-428ན3,324བ7-325ན5,
536,རྔོན་པ་བ་ཆེན་པོས་ཀ་མ་ལ་ཤཱི་ལ་ལ་གནད་ཀྱི་གདམས་པ་བསྟན་པ།,རྔོན་པ་བ་ཆེན་པོས་ཀ་མ་ལ་ཤཱི་ལ་ལ་གནད་ཀྱི་གདམས་པ་བསྟན་པ,,,རྒྱུད། ཟི 27,རྔོན་པ་བ་ཆེན་པོ།,རྔོན་པ་བ་ཆེན་པོ།,374-378,ཚི102ན-103བ,ཟི81ན-82ན,
537,ཕུང་པོ་ལྔའི་བཤད་པ།,ཕུང་པོ་ལྔའི་བཤད་པ,,,སེམས་ཙམ། 1སི། 77,སའི་རྩ་ལག,སའི་རྩ་ལག,750-1015,ཧི101ན-231ན,སི32ན-139ན,
538,འདུས་པའི་སྒྲུབ་པའི་ཐབས་རྣམ་པར་གཞག་པ།,འདུས་པའི་སྒྲུབ་པའི་ཐབས་རྣམ་པར་གཞག་པ,,1-44,རྒྱུད། ངི 18,སློབ་དཔོན་ཀླུའི་བློ།,སློབ་དཔོན་ཀླུའི་བློ།,337-361,གི137བ6-149ན4,ངི121ན6-131ན5,
539,ལས་ཀྱི་མཐའ་རྣམ་པར་འབྱེད་པ།,ལས་ཀྱི་མཐའ་རྣམ་པར་འབྱེད་པ,,1-45,རྒྱུད། ངི 18,སློབ་དཔོན་ཀླུའི་བློ།,སློབ་དཔོན་ཀླུའི་བློ།,404-408,གི165ན6-166བ༤,ངི145བ3-147ན1,
540,རིམ་པ་ཁོངས་སུ་བསྡུ་བའི་མན་ངག་ངེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།,རིམ་པ་ཁོངས་སུ་བསྡུ་བའི་མན་ངག་ངེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ,,1-46,རྒྱུད། ངི 18,སློབ་དཔོན་ཀླུའི་བློ།,སློབ་དཔོན་ཀླུའི་བློ།,409-414,གི166བ4-168བ༢,ངི147ན1-148བ4,
541,ལྟ་བ་ཐ་དད་པ་རྣམ་པར་ཕྱེ་བ་མདོར་བསྡུས་པ།,ལྟ་བ་ཐ་དད་པ་རྣམ་པར་ཕྱེ་བ་མདོར་བསྡུས་པ,,14-5,དབུ་མ། ཨ། 63,སློབ་དཔོན་དབུ་མའི་སེང་གེ།,སློབ་དཔོན་དབུ་མའི་སེང་གེ།,867-882,ཧ58ན3-64བ2,ཨ1བ1-7བ6,
542,འདུལ་བ་མདོའི་རྣམ་པར་བཤད་པ།,འདུལ་བ་མདོའི་རྣམ་པར་བཤད་པ,,15-8,འདུལ་བ། རུ། 92,སློབ་དཔོན་པྲཛྙཱ་ཀ་ར།,སློབ་དཔོན་པྲཛྙཱ་ཀ་ར།,3-667,ཤུ1བ1-314ན6,རུ1བ1-263ན7,
543,སྡུད་པ་ཚིགས་སུ་བཅད་པའི་དཀའ་འགྲེལ།,སྡུད་པ་ཚིགས་སུ་བཅད་པའི་དཀའ་འགྲེལ,,14-9,ཤེས་ཕྱིན། ཉ། 52,སློབ་དཔོན་བུད་དྷ་ཤྲཱི་ཛྙཱ་ན།,སློབ་དཔོན་བུད་དྷ་ཤྲཱི་ཛྙཱ་ན།,1006-1182,ཉ135བ5-223ན8,ཉ116ན7-189བ1,
544,འཕགས་པ་ཀུན་ནས་སྒོར་འཇུག་པའི་འོད་ཟེར་གཙུག་ཏོར་དྲི་མ་མེད་པའི་གཟུངས་བཀླག་ཅིང་མཆོད་རྟེན་བརྒྱ་རྩ་བརྒྱད་དམ་མཆོད་རྟེན་ལྔ་གདབ་པའི་ཆོ་ག་མདོ་སྡེ་ལས་བཏུས་པ།,འཕགས་པ་ཀུན་ནས་སྒོར་འཇུག་པའི་འོད་ཟེར་གཙུག་ཏོར་དྲི་མ་མེད་པའི་གཟུངས་བཀླག་ཅིང་མཆོད་རྟེན་བརྒྱ་རྩ་བརྒྱད་དམ་མཆོད་རྟེན་ལྔ་གདབ་པའི་ཆོ་ག་མདོ་སྡེ་ལས་བཏུས་པ,,7-13,རྒྱུད། པུ། 38,སློབ་དཔོན་བོ་དྷི་སཏྭ།,༠༧-ཞི་བ་འཚོ།,417-449,འདི་མེད།,པུ140ན-153ན,
545,འཕགས་པ་ཀུན་ནས་སྒོར་འཇུག་པའི་འོད་ཟེར་གཙུག་ཏོར་དྲི་མ་མེད་པར་སྣང་གཟུངས་བཀླག་ཅིང་མཆོད་རྟེན་བརྒྱ་རྩ་བརྒྱད་དམ་མཆོད་རྟེན་ལྔ་གདམ་པའི་ཆོ་ག་མདོ་སྡེ་ལས་བསྡུས་པ།,འཕགས་པ་ཀུན་ནས་སྒོར་འཇུག་པའི་འོད་ཟེར་གཙུག་ཏོར་དྲི་མ་མེད་པར་སྣང་གཟུངས་བཀླག་ཅིང་མཆོད་རྟེན་བརྒྱ་རྩ་བརྒྱད་དམ་མཆོད་རྟེན་ལྔ་གདམ་པའི་ཆོ་ག་མདོ་སྡེ་ལས་བསྡུས་པ,,7-14,རྒྱུད། པུ། 38,སློབ་དཔོན་བོ་དྷི་སཏྭ།,༠༧-ཞི་བ་འཚོ།,451-488,ཏུ161ན-181ན,པུ153ན168ན,
546,དེ་བཞིན་གཤེགས་པ་བདུན་གྱི་སྔོན་གྱི་སྨོན་ལམ་གྱི་ཁྱད་པར་རྒྱས་པའི་མདོ་སྡེའི་མན་ངག,དེ་བཞིན་གཤེགས་པ་བདུན་གྱི་སྔོན་གྱི་སྨོན་ལམ་གྱི་ཁྱད་པར་རྒྱས་པའི་མདོ་སྡེའི་མན་ངག,,7-11,རྒྱུད། པུ 38,སློབ་དཔོན་བོ་དྷི་སཏྭ།,༠༧-ཞི་བ་འཚོ།,788-858,ཏུ285ན-322ན,པུ246ན-275ན,
547,དེ་བཞིན་གཤེགས་པ་བདུན་གྱི་སྔོན་གྱི་སྨོན་ལམ་གྱི་ཁྱད་པར་རྒྱས་པའི་གཟུངས་བཀླག་པའི་ཆོ་ག་མདོ་སྡེ་ལས་བཏུས་པ།,དེ་བཞིན་གཤེགས་པ་བདུན་གྱི་སྔོན་གྱི་སྨོན་ལམ་གྱི་ཁྱད་པར་རྒྱས་པའི་གཟུངས་བཀླག་པའི་ཆོ་ག་མདོ་སྡེ་ལས་བཏུས་པ,,,རྒྱུད། པུ། 38,སློབ་དཔོན་བོ་དྷི་སཏྭ།,༠༧-ཞི་བ་འཚོ།,863-914,ཏུ322ན-349བ,པུ275ན-295བ,
548,དེ་བཞིན་གཤེགས་པ་བདུན་གྱི་སྔོན་གྱི་སྨོན་ལམ་གྱི་ཁྱད་པར་རྒྱས་པ་ཞེས་བྱ་བའི་མདོ་སྡེ་བཀླག་ཅིང་དེ་བཞིན་གཤེགས་པ་བདུན་མཆོད་དེ། སྨོན་ལམ་གདབ་པའི་ཆོ་ག་མདོ་སྡེ་ལས་བཏུས་ཏེ་རིམ་པར་བཀླག་པ།,དེ་བཞིན་གཤེགས་པ་བདུན་གྱི་སྔོན་གྱི་སྨོན་ལམ་གྱི་ཁྱད་པར་རྒྱས་པ་ཞེས་བྱ་བའི་མདོ་སྡེ་བཀླག་ཅིང་དེ་བཞིན་གཤེགས་པ་བདུན་མཆོད་དེ། སྨོན་ལམ་གདབ་པའི་ཆོ་ག་མདོ་སྡེ་ལས་བཏུས་ཏེ་རིམ་པར་བཀླག་པ,,7-12,རྒྱུད། པུ 38,སློབ་དཔོན་བོ་དྷི་སཏྭ།,༠༧-ཞི་བ་འཚོ།,918-933,ཏུ349བ-357བ,པུ295བ-301བ,
549,དབུ་མ་རིན་པོ་ཆེའི་སྒྲོན་མ།,དབུ་མ་རིན་པོ་ཆེའི་སྒྲོན་མ,,,དབུ་མ། ཚ57,མཁས་པ་ཆེན་པོ་བྷ་བྱ།,མཁས་པ་ཆེན་པོ་བྷ་བྱ།,1487-1561,ཚ་326ན-365,ཚ259བ-289ན,
550,དབུ་མའི་སྙིང་པོའི་ཚིག་ལེའུར་བྱས་པ།,དབུ་མའི་སྙིང་པོའི་ཚིག་ལེའུར་བྱས་པ,,,དབུ་མ། ཛ58,སློབ་དཔོན་ཆེན་པོ་བྷ་བྱ།,སློབ་དཔོན་ཆེན་པོ་བྷ་བྱ།,3-97,ཛ1བ-43བ,ཛ1བ-40བ,
551,དབུ་མའི་སྙིང་པོའི་འགྲེལ་པ་རྟོག་གེ་འབར་བ།,དབུ་མའི་སྙིང་པོའི་འགྲེལ་པ་རྟོག་གེ་འབར་བ,,,དབུ་མ། ཛ58,སློབ་དཔོན་ཆེན་པོ་བྷ་བྱ།,སློབ་དཔོན་ཆེན་པོ་བྷ་བྱ།,104-804,ཛ43བ-380ན,ཛ40བ-329བ,
552,འཕགས་པ་དགོངས་ཟབ་མོ་ངེས་པར་འགྲེལ་པའི་མདོ་རྒྱ་ཆེར་བཤད་པ།,འཕགས་པ་དགོངས་པ་ཟབ་མོ་ངེས་པར་འགྲེལ་པའི་མདོ་རྒྱ་ཆེར་བཤད་པ,,,མདོ་སྡེ། ཏི68,སློབ་དཔོན་རྩ་ལག,སློབ་དཔོན་རྩ་ལག,3-688,ཏི1བ-336ན,ཏི1བ-291ན,
553,འཕགས་པ་དགོངས་ཟབ་མོ་ངེས་པར་འགྲེལ་པའི་མདོ་རྒྱ་ཆེར་བཤད་པ།,འཕགས་པ་དགོངས་པ་ཟབ་མོ་ངེས་པར་འགྲེལ་པའི་མདོ་རྒྱ་ཆེར་བཤད་པ,,,མདོ་སྡེ། ཐི།68,སློབ་དཔོན་རྩ་ལག,སློབ་དཔོན་རྩ་ལག,739-1407,ཐི1བ-322ན,1བ-272ན,
554,འཕགས་པ་དགོངས་ཟབ་མོ་ངེས་པར་འགྲེལ་པའི་མདོ་རྒྱ་ཆེར་བཤད་པ།,འཕགས་པ་དགོངས་པ་ཟབ་མོ་ངེས་པར་འགྲེལ་པའི་མདོ་རྒྱ་ཆེར་བཤད་པ,,,མདོ་སྡེ། དི།69,སློབ་དཔོན་རྩ་ལག,སློབ་དཔོན་རྩ་ལག,3-444,དི1བ-198ན,དི1བ-175ན,
555,དམ་པའི་ཆོས་པདྨ་དཀར་པོའི་འགྲེལ་པ།,དམ་པའི་ཆོས་པདྨ་དཀར་པོའི་འགྲེལ་པ,,,མདོ་སྡེ། དི།69,སློབ་དཔོན་རྩ་ལག,སློབ་དཔོན་རྩ་ལག,476-796,དི198ན-347ན,དི175བ-302ན,
556,རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ,,,སྒྲ་མདོ། རེ108,འཕྲོག་བྱེད་བཟང་པོ།,འཕྲོག་བྱེད་བཟང་པོ།,1037-1088,ལེ58བ-83ན,རེ46ན-65ན,
557,སྐྱེས་པའི་རབས་ཀྱི་རྒྱ་ཆེར་བཤད་པ། x,སྐྱེས་པའི་རབས་ཀྱི་རྒྱ་ཆེར་བཤད་པ,,,སྐྱེས་རབས། ཧུ།,དྷརྨ་ཀཱིརྟི།,དྷརྨ་ཀཱིརྟི།,386-873,ཀེ152བ-394ན,ཧུ135བ-340ན,
558,གཞུང་ལུགས་ཀྱི་བྱེ་བྲག་བཀོད་པའི་འཁོར་ལོ།,གཞུང་ལུགས་ཀྱི་བྱེ་བྲག་བཀོད་པའི་འཁོར་ལོ,,,འདུལ་བ། སུ།93,བཙུན་པ་དབྱིག་གི་བཤེས་གཉེན།,བཙུན་པ་དབྱིག་གི་བཤེས་གཉེན།,1126-1140,ཨ177ན-187བ,སུ147ན-154བ,
559,ཕུང་པོ་ལྔའི་བཤད་པ།,ཕུང་པོ་ལྔའི་བཤད་པ,,,སེམས་ཙམ། སི།77,སའི་རྩ་ལག,སའི་རྩ་ལག,750-1015,ཧི101ན-231ན,སི32ན-139ན,
560,དེ་བཞིན་གཤེགས་པ་བདུན་གྱི་སྔོན་གྱི་སྨོན་ལམ་གྱི་ཁྱད་པར་རྒྱས་པའི་གཟུངས་བཀླག་པའི་ཆོ་ག་མདོ་སྡེ་ལས་བཏུས་པ།,དེ་བཞིན་གཤེགས་པ་བདུན་གྱི་སྔོན་གྱི་སྨོན་ལམ་གྱི་ཁྱད་པར་རྒྱས་པའི་གཟུངས་བཀླག་པའི་ཆོ་ག་མདོ་སྡེ་ལས་བཏུས་པ,,,རྒྱུད། པུ།38,སློབ་དཔོན་བོ་དྷི་སཏྭ།,སློབ་དཔོན་བོ་དྷི་སཏྭ།,863-914,ཏུ322ན-349བ,པུ275ན-295བ,
561,དཀྱིལ་འཁོར་གྱི་ཐིག་གི་ཆོ་ག,དཀྱིལ་འཁོར་གྱི་ཐིག་གི་ཆོ་ག,,,རྒྱུད། རི།28,དྷརྨ་ཀཱིརྟི།,དྷརྨ་ཀཱིརྟི།,1230-1231,ཞི246ན-246བ,རི215བ-216ན,
562,ངན་སོང་ཐམས་ཅད་ཡོངས་སུ་སྦྱོང་བའི་རོའི་སྦྱིན་སྲེག་གི་དཀྱིལ་འཁོར་གྱི་ཆོ་གw,ངན་སོང་ཐམས་ཅད་ཡོངས་སུ་སྦྱོང་བའི་རོའི་སྦྱིན་སྲེག་གི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག,,,རྒྱུད། ཇུ34,དྷརྨ་ཀཱིརྟི།,དྷརྨ་ཀཱིརྟི།,1301-1349,གུ226བ-252ན,ཇུ207བ-228ན,
563,བཅོམ་ལྡན་འདས་ལ་བསྟོད་པ་དཔལ་རྡོ་རྗེ་འཛིན་གྱི་དབྱངས།,བཅོམ་ལྡན་འདས་ལ་བསྟོད་པ་དཔལ་རྡོ་རྗེ་འཛིན་གྱི་དབྱངས,,,བསྟོད་ཚོགས་ཀ།1,ཞི་བ་འཚོ,ཞི་བ་འཚོ,684-685,ཀ270ན-270བ,ཀ231ན-231བ,
564,རྒྱུད་ཀྱི་རྒྱལ་པོ་ཆེན་པོ་དཔལ་དགྱེས་པའི་རྡོ་རྗེའི་དཀའ་འགྲེལ་སྤྱན་འབྱེད།w,རྒྱུད་ཀྱི་རྒྱལ་པོ་ཆེན་པོ་དཔལ་དགྱེས་པའི་རྡོ་རྗེའི་དཀའ་འགྲེལ་སྤྱན་འབྱེད,,,རྒྱུད། ང3,དྷརྨྨཱ་ཀཱིརྟི།,དྷརྨྨཱ་ཀཱིརྟི།,609-818,ཙ349ན-444ན,ང236བ-321ན,
565,དཔལ་ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས།,དཔལ་ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས,,,རྒྱུད། ཤ14,འཕགས་པ་ཀླུ་སྒྲུབ།,འཕགས་པ་ཀླུ་སྒྲུབ།,1692-1694,ལ292ན-293ན,ཤ267བ-268ན,
566,རིམ་པ་ལྔ་པའི་དཀའ་འགྲེལ།,རིམ་པ་ལྔ་པའི་དཀའ་འགྲེལ,,,རྒྱུད། ཆི19,སློབ་དཔོན་ཆེན་པོ་བྷ་བྱ་ཀཱིརྟི།,སློབ་དཔོན་ཆེན་པོ་བྷ་བྱ་ཀཱིརྟི།,3-17,ངི1བ-9ན,ཆི1བ-7བ,
567,གྲུབ་མཐའ་བདུན་པ།,གྲུབ་མཐའ་བདུན་པ,,,རྒྱུད། ཝི།26,གྲུབ་པ་དཱ་རི་ཀ་པ།,གྲུབ་པ་དཱ་རི་ཀ་པ།,937-939,མི367བ-368བ,མི་གསལ།,
568,རྔོན་པ་བ་ཆེན་པོས་ཀ་མ་ལ་ཤཱི་ལ་ལ་བསྒོམ་པའི་བརྡ་བསྟན་པ།,རྔོན་པ་བ་ཆེན་པོས་ཀ་མ་ལ་ཤཱི་ལ་ལ་བསྒོམ་པའི་བརྡ་བསྟན་པ,,,རྒྱུད། ཟི27,རྔོན་པ་བ་ཆེན་པོ།,རྔོན་པ་བ་ཆེན་པོ།,374-378,ཚི102ན-103བ,ཟི81ན-82ན,
569,,,,,,,,,,,
570,,,,,,,,,,,
571,,,,,,,,,,,
572,,,,,,,,,,,
573,,,,,,,,,,,
574,,,,,,,,,,,
575,,,,,,,,,,,
576,,,,,,,,,,,
577,,,,,,,,,,,
578,,,,,,,,,,,
579,,,,,,,,,,,
580,,,,,,,,,,,
581,,,,,,,,,,,
582,,,,,,,,,,,
583,,,,,,,,,,,
584,,,,,,,,,,,
585,,,,,,,,,,,
586,,,,,,,,,,,
587,,,,,,,,,,,
588,,,,,,,,,,,
589,,,,,,,,,,,
590,,,,,,,,,,,
591,,,,,,,,,,,
592,,,,,,,,,,,
593,,,,,,,,,,,
594,,,,,,,,,,,
595,,,,,,,,,,,
596,,,,,,,,,,,
597,,,,,,,,,,,
598,,,,,,,,,,,